check,file,status,value,detail
column dtype,validation/Citi/edge_list.csv.gz::amount,PASS,float64,
column dtype,validation/Citi/edge_list.csv.gz::currency,PASS,str,
column dtype,validation/Citi/edge_list.csv.gz::Amount_Received,PASS,float64,
column dtype,validation/Citi/edge_list.csv.gz::Receiving_Currency,PASS,str,
column dtype,validation/Citi/edge_list.csv.gz::payment_format,PASS,str,
column dtype,validation/Citi/edge_list.csv.gz::transaction_type_model_safe,PASS,str,
row count,validation/Citi/node_map.csv.gz,PASS,7825,
duplicate rows,validation/Citi/node_map.csv.gz,PASS,0,
missing values by column,validation/Citi/node_map.csv.gz::account_id,PASS,0,
missing values by column,validation/Citi/node_map.csv.gz::node_id,PASS,0,
column dtype,validation/Citi/node_map.csv.gz::account_id,PASS,int64,
column dtype,validation/Citi/node_map.csv.gz::node_id,PASS,int64,
row count,validation/Citi/node_features.csv.gz,PASS,7825,
duplicate rows,validation/Citi/node_features.csv.gz,PASS,0,
missing values by column,validation/Citi/node_features.csv.gz::node_id,PASS,0,
missing values by column,validation/Citi/node_features.csv.gz::Account_Country,PASS,0,
missing values by column,validation/Citi/node_features.csv.gz::Account_Currency,PASS,0,
missing values by column,validation/Citi/node_features.csv.gz::Entity_Type,PASS,0,
missing values by column,validation/Citi/node_features.csv.gz::Does_Account_Have_Debit_Card,PASS,0,
missing values by column,validation/Citi/node_features.csv.gz::DebitCard_Index_in_EntityCards,PASS,0,
missing values by column,validation/Citi/node_features.csv.gz::MCC,PASS,0,
missing values by column,validation/Citi/node_features.csv.gz::Account_Type,PASS,0,
missing values by column,validation/Citi/node_features.csv.gz::Max_Overdraft,PASS,0,
missing values by column,validation/Citi/node_features.csv.gz::account_kind,PASS,0,
missing values by column,validation/Citi/node_features.csv.gz::hist_sent_count,PASS,0,
missing values by column,validation/Citi/node_features.csv.gz::hist_sent_amount_sum,PASS,0,
missing values by column,validation/Citi/node_features.csv.gz::hist_recv_count,PASS,0,
missing values by column,validation/Citi/node_features.csv.gz::hist_recv_amount_sum,PASS,0,
missing values by column,validation/Citi/node_features.csv.gz::hist_out_degree,PASS,0,
missing values by column,validation/Citi/node_features.csv.gz::hist_in_degree,PASS,0,
column dtype,validation/Citi/node_features.csv.gz::node_id,PASS,int64,
column dtype,validation/Citi/node_features.csv.gz::Account_Country,PASS,str,
column dtype,validation/Citi/node_features.csv.gz::Account_Currency,PASS,str,
column dtype,validation/Citi/node_features.csv.gz::Entity_Type,PASS,str,
column dtype,validation/Citi/node_features.csv.gz::Does_Account_Have_Debit_Card,PASS,float64,
column dtype,validation/Citi/node_features.csv.gz::DebitCard_Index_in_EntityCards,PASS,float64,
column dtype,validation/Citi/node_features.csv.gz::MCC,PASS,float64,
column dtype,validation/Citi/node_features.csv.gz::Account_Type,PASS,str,
column dtype,validation/Citi/node_features.csv.gz::Max_Overdraft,PASS,float64,
column dtype,validation/Citi/node_features.csv.gz::account_kind,PASS,str,
column dtype,validation/Citi/node_features.csv.gz::hist_sent_count,PASS,float64,
column dtype,validation/Citi/node_features.csv.gz::hist_sent_amount_sum,PASS,float64,
column dtype,validation/Citi/node_features.csv.gz::hist_recv_count,PASS,float64,
column dtype,validation/Citi/node_features.csv.gz::hist_recv_amount_sum,PASS,float64,
column dtype,validation/Citi/node_features.csv.gz::hist_out_degree,PASS,float64,
column dtype,validation/Citi/node_features.csv.gz::hist_in_degree,PASS,float64,
duplicate txn_id values,validation/Citi/transactions.csv.gz,PASS,0,
duplicate txn_id values,validation/Citi/ground_truth.csv.gz,PASS,0,
invalid or unparseable timestamps,validation/Citi/ground_truth.csv.gz,PASS,0,
timestamps outside expected period,validation/Citi/ground_truth.csv.gz,PASS,0,
zero amounts,validation/Citi/transactions.csv.gz,PASS,0,
negative amounts,validation/Citi/transactions.csv.gz,PASS,0,
extreme amount max,validation/Citi/transactions.csv.gz,PASS,4249302.51,
invalid labels,validation/Citi/ground_truth.csv.gz,PASS,0,
class imbalance,validation/Citi/ground_truth.csv.gz,WARNING,"{""0"": 18806, ""1"": 30}",fraud_rate=0.001593
unique source accounts,validation/Citi/transactions.csv.gz,PASS,3474,
unique destination accounts,validation/Citi/transactions.csv.gz,PASS,4582,
unknown account references,validation/Citi,PASS,0,
invalid bank values,validation/Citi/transactions.csv.gz,PASS,1,
inconsistent currencies,validation/Citi/transactions.csv.gz,WARNING,"CNY,EUR,USD",
constant columns,validation/Citi/transactions.csv.gz::src_bank_id,WARNING,1,
constant columns,validation/Citi/transactions.csv.gz::Sufficient_Funds,WARNING,1,
constant columns,validation/Citi/transactions.csv.gz::Overdraft_Okay,WARNING,1,
constant columns,validation/Citi/transactions.csv.gz::Is_All_Cash,WARNING,1,
graph nodes missing from node maps,validation/Citi/edge_list.csv.gz,PASS,0,
duplicate graph edges,validation/Citi/edge_list.csv.gz,PASS,0,
disconnected or isolated nodes,validation/Citi,PASS,0,
graph endpoint node features,validation/Citi,PASS,7825,
transactions match labels,validation/Citi,PASS,0,
core file exists,validation/Fifth_Third_Bancorp/transactions.csv.gz,PASS,True,
core file exists,validation/Fifth_Third_Bancorp/ground_truth.csv.gz,PASS,True,
core file exists,validation/Fifth_Third_Bancorp/edge_list.csv.gz,PASS,True,
core file exists,validation/Fifth_Third_Bancorp/node_map.csv.gz,PASS,True,
core file exists,validation/Fifth_Third_Bancorp/node_features.csv.gz,PASS,True,
row count,validation/Fifth_Third_Bancorp/transactions.csv.gz,PASS,17789,
duplicate rows,validation/Fifth_Third_Bancorp/transactions.csv.gz,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::txn_id,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::timestamp,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::Transaction_Date,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::Transaction_Time,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::src_id,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::dst_id,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::src_bank_id,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::dst_bank_id,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::Transaction_Day_of_Week,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::amount,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::currency,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::Amount_Received,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::Receiving_Currency,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::payment_format,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::From_Initial_Balance,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::To_Initial_Balance,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::Sufficient_Funds,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::Overdraft_Okay,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::Is_All_Cash,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::Is_Hold,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::transaction_type_model_safe,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::src_prev_txn_count,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::src_prev_amount_sum,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::src_prev_amount_mean,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::dst_prev_txn_count,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::dst_prev_amount_sum,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/transactions.csv.gz::dst_prev_amount_mean,PASS,0,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::txn_id,PASS,int64,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::timestamp,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::Transaction_Date,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::Transaction_Time,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::src_id,PASS,int64,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::dst_id,PASS,int64,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::src_bank_id,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::dst_bank_id,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::Transaction_Day_of_Week,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::amount,PASS,float64,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::currency,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::Amount_Received,PASS,float64,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::Receiving_Currency,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::payment_format,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::From_Initial_Balance,PASS,float64,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::To_Initial_Balance,PASS,float64,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::Sufficient_Funds,PASS,int64,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::Overdraft_Okay,PASS,int64,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::Is_All_Cash,PASS,int64,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::Is_Hold,PASS,int64,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::transaction_type_model_safe,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::src_prev_txn_count,PASS,int64,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::src_prev_amount_sum,PASS,float64,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::src_prev_amount_mean,PASS,float64,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::dst_prev_txn_count,PASS,int64,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::dst_prev_amount_sum,PASS,float64,
column dtype,validation/Fifth_Third_Bancorp/transactions.csv.gz::dst_prev_amount_mean,PASS,float64,
row count,validation/Fifth_Third_Bancorp/ground_truth.csv.gz,PASS,17789,
duplicate rows,validation/Fifth_Third_Bancorp/ground_truth.csv.gz,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/ground_truth.csv.gz::txn_id,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/ground_truth.csv.gz::timestamp,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/ground_truth.csv.gz::split,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/ground_truth.csv.gz::y,PASS,0,
column dtype,validation/Fifth_Third_Bancorp/ground_truth.csv.gz::txn_id,PASS,int64,
column dtype,validation/Fifth_Third_Bancorp/ground_truth.csv.gz::timestamp,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/ground_truth.csv.gz::split,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/ground_truth.csv.gz::y,PASS,int64,
row count,validation/Fifth_Third_Bancorp/edge_list.csv.gz,PASS,17789,
duplicate rows,validation/Fifth_Third_Bancorp/edge_list.csv.gz,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/edge_list.csv.gz::txn_id,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/edge_list.csv.gz::src_node,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/edge_list.csv.gz::dst_node,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/edge_list.csv.gz::timestamp,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/edge_list.csv.gz::amount,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/edge_list.csv.gz::currency,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/edge_list.csv.gz::Amount_Received,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/edge_list.csv.gz::Receiving_Currency,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/edge_list.csv.gz::payment_format,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/edge_list.csv.gz::transaction_type_model_safe,PASS,0,
column dtype,validation/Fifth_Third_Bancorp/edge_list.csv.gz::txn_id,PASS,int64,
column dtype,validation/Fifth_Third_Bancorp/edge_list.csv.gz::src_node,PASS,int64,
column dtype,validation/Fifth_Third_Bancorp/edge_list.csv.gz::dst_node,PASS,int64,
column dtype,validation/Fifth_Third_Bancorp/edge_list.csv.gz::timestamp,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/edge_list.csv.gz::amount,PASS,float64,
column dtype,validation/Fifth_Third_Bancorp/edge_list.csv.gz::currency,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/edge_list.csv.gz::Amount_Received,PASS,float64,
column dtype,validation/Fifth_Third_Bancorp/edge_list.csv.gz::Receiving_Currency,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/edge_list.csv.gz::payment_format,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/edge_list.csv.gz::transaction_type_model_safe,PASS,str,
row count,validation/Fifth_Third_Bancorp/node_map.csv.gz,PASS,6989,
duplicate rows,validation/Fifth_Third_Bancorp/node_map.csv.gz,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/node_map.csv.gz::account_id,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/node_map.csv.gz::node_id,PASS,0,
column dtype,validation/Fifth_Third_Bancorp/node_map.csv.gz::account_id,PASS,int64,
column dtype,validation/Fifth_Third_Bancorp/node_map.csv.gz::node_id,PASS,int64,
row count,validation/Fifth_Third_Bancorp/node_features.csv.gz,PASS,6989,
duplicate rows,validation/Fifth_Third_Bancorp/node_features.csv.gz,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/node_features.csv.gz::node_id,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/node_features.csv.gz::Account_Country,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/node_features.csv.gz::Account_Currency,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/node_features.csv.gz::Entity_Type,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/node_features.csv.gz::Does_Account_Have_Debit_Card,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/node_features.csv.gz::DebitCard_Index_in_EntityCards,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/node_features.csv.gz::MCC,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/node_features.csv.gz::Account_Type,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/node_features.csv.gz::Max_Overdraft,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/node_features.csv.gz::account_kind,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/node_features.csv.gz::hist_sent_count,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/node_features.csv.gz::hist_sent_amount_sum,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/node_features.csv.gz::hist_recv_count,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/node_features.csv.gz::hist_recv_amount_sum,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/node_features.csv.gz::hist_out_degree,PASS,0,
missing values by column,validation/Fifth_Third_Bancorp/node_features.csv.gz::hist_in_degree,PASS,0,
column dtype,validation/Fifth_Third_Bancorp/node_features.csv.gz::node_id,PASS,int64,
column dtype,validation/Fifth_Third_Bancorp/node_features.csv.gz::Account_Country,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/node_features.csv.gz::Account_Currency,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/node_features.csv.gz::Entity_Type,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/node_features.csv.gz::Does_Account_Have_Debit_Card,PASS,float64,
column dtype,validation/Fifth_Third_Bancorp/node_features.csv.gz::DebitCard_Index_in_EntityCards,PASS,float64,
column dtype,validation/Fifth_Third_Bancorp/node_features.csv.gz::MCC,PASS,float64,
column dtype,validation/Fifth_Third_Bancorp/node_features.csv.gz::Account_Type,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/node_features.csv.gz::Max_Overdraft,PASS,float64,
column dtype,validation/Fifth_Third_Bancorp/node_features.csv.gz::account_kind,PASS,str,
column dtype,validation/Fifth_Third_Bancorp/node_features.csv.gz::hist_sent_count,PASS,float64,
column dtype,validation/Fifth_Third_Bancorp/node_features.csv.gz::hist_sent_amount_sum,PASS,float64,
column dtype,validation/Fifth_Third_Bancorp/node_features.csv.gz::hist_recv_count,PASS,float64,
column dtype,validation/Fifth_Third_Bancorp/node_features.csv.gz::hist_recv_amount_sum,PASS,float64,
column dtype,validation/Fifth_Third_Bancorp/node_features.csv.gz::hist_out_degree,PASS,float64,
column dtype,validation/Fifth_Third_Bancorp/node_features.csv.gz::hist_in_degree,PASS,float64,
duplicate txn_id values,validation/Fifth_Third_Bancorp/transactions.csv.gz,PASS,0,
duplicate txn_id values,validation/Fifth_Third_Bancorp/ground_truth.csv.gz,PASS,0,
invalid or unparseable timestamps,validation/Fifth_Third_Bancorp/ground_truth.csv.gz,PASS,0,
timestamps outside expected period,validation/Fifth_Third_Bancorp/ground_truth.csv.gz,PASS,0,
zero amounts,validation/Fifth_Third_Bancorp/transactions.csv.gz,PASS,0,
negative amounts,validation/Fifth_Third_Bancorp/transactions.csv.gz,PASS,0,
extreme amount max,validation/Fifth_Third_Bancorp/transactions.csv.gz,PASS,26418793.33,
invalid labels,validation/Fifth_Third_Bancorp/ground_truth.csv.gz,PASS,0,
class imbalance,validation/Fifth_Third_Bancorp/ground_truth.csv.gz,WARNING,"{""0"": 17753, ""1"": 36}",fraud_rate=0.002024
unique source accounts,validation/Fifth_Third_Bancorp/transactions.csv.gz,PASS,2000,
unique destination accounts,validation/Fifth_Third_Bancorp/transactions.csv.gz,PASS,5096,
unknown account references,validation/Fifth_Third_Bancorp,PASS,0,
invalid bank values,validation/Fifth_Third_Bancorp/transactions.csv.gz,PASS,1,
inconsistent currencies,validation/Fifth_Third_Bancorp/transactions.csv.gz,PASS,USD,
constant columns,validation/Fifth_Third_Bancorp/transactions.csv.gz::src_bank_id,WARNING,1,
constant columns,validation/Fifth_Third_Bancorp/transactions.csv.gz::currency,WARNING,1,
constant columns,validation/Fifth_Third_Bancorp/transactions.csv.gz::Receiving_Currency,WARNING,1,
constant columns,validation/Fifth_Third_Bancorp/transactions.csv.gz::Sufficient_Funds,WARNING,1,
constant columns,validation/Fifth_Third_Bancorp/transactions.csv.gz::Overdraft_Okay,WARNING,1,
constant columns,validation/Fifth_Third_Bancorp/transactions.csv.gz::Is_All_Cash,WARNING,1,
graph nodes missing from node maps,validation/Fifth_Third_Bancorp/edge_list.csv.gz,PASS,0,
duplicate graph edges,validation/Fifth_Third_Bancorp/edge_list.csv.gz,PASS,0,
disconnected or isolated nodes,validation/Fifth_Third_Bancorp,PASS,0,
graph endpoint node features,validation/Fifth_Third_Bancorp,PASS,6989,
transactions match labels,validation/Fifth_Third_Bancorp,PASS,0,
core file exists,validation/Key_Bank/transactions.csv.gz,PASS,True,
core file exists,validation/Key_Bank/ground_truth.csv.gz,PASS,True,
core file exists,validation/Key_Bank/edge_list.csv.gz,PASS,True,
core file exists,validation/Key_Bank/node_map.csv.gz,PASS,True,
core file exists,validation/Key_Bank/node_features.csv.gz,PASS,True,
row count,validation/Key_Bank/transactions.csv.gz,PASS,11418,
duplicate rows,validation/Key_Bank/transactions.csv.gz,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::txn_id,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::timestamp,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::Transaction_Date,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::Transaction_Time,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::src_id,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::dst_id,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::src_bank_id,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::dst_bank_id,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::Transaction_Day_of_Week,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::amount,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::currency,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::Amount_Received,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::Receiving_Currency,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::payment_format,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::From_Initial_Balance,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::To_Initial_Balance,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::Sufficient_Funds,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::Overdraft_Okay,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::Is_All_Cash,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::Is_Hold,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::transaction_type_model_safe,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::src_prev_txn_count,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::src_prev_amount_sum,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::src_prev_amount_mean,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::dst_prev_txn_count,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::dst_prev_amount_sum,PASS,0,
missing values by column,validation/Key_Bank/transactions.csv.gz::dst_prev_amount_mean,PASS,0,
column dtype,validation/Key_Bank/transactions.csv.gz::txn_id,PASS,int64,
column dtype,validation/Key_Bank/transactions.csv.gz::timestamp,PASS,str,
column dtype,validation/Key_Bank/transactions.csv.gz::Transaction_Date,PASS,str,
column dtype,validation/Key_Bank/transactions.csv.gz::Transaction_Time,PASS,str,
column dtype,validation/Key_Bank/transactions.csv.gz::src_id,PASS,int64,
column dtype,validation/Key_Bank/transactions.csv.gz::dst_id,PASS,int64,
column dtype,validation/Key_Bank/transactions.csv.gz::src_bank_id,PASS,str,
column dtype,validation/Key_Bank/transactions.csv.gz::dst_bank_id,PASS,str,
column dtype,validation/Key_Bank/transactions.csv.gz::Transaction_Day_of_Week,PASS,str,
column dtype,validation/Key_Bank/transactions.csv.gz::amount,PASS,float64,
column dtype,validation/Key_Bank/transactions.csv.gz::currency,PASS,str,
column dtype,validation/Key_Bank/transactions.csv.gz::Amount_Received,PASS,float64,
column dtype,validation/Key_Bank/transactions.csv.gz::Receiving_Currency,PASS,str,
column dtype,validation/Key_Bank/transactions.csv.gz::payment_format,PASS,str,
column dtype,validation/Key_Bank/transactions.csv.gz::From_Initial_Balance,PASS,float64,
column dtype,validation/Key_Bank/transactions.csv.gz::To_Initial_Balance,PASS,float64,
column dtype,validation/Key_Bank/transactions.csv.gz::Sufficient_Funds,PASS,int64,
column dtype,validation/Key_Bank/transactions.csv.gz::Overdraft_Okay,PASS,int64,
column dtype,validation/Key_Bank/transactions.csv.gz::Is_All_Cash,PASS,int64,
column dtype,validation/Key_Bank/transactions.csv.gz::Is_Hold,PASS,int64,
column dtype,validation/Key_Bank/transactions.csv.gz::transaction_type_model_safe,PASS,str,
column dtype,validation/Key_Bank/transactions.csv.gz::src_prev_txn_count,PASS,int64,
column dtype,validation/Key_Bank/transactions.csv.gz::src_prev_amount_sum,PASS,float64,
column dtype,validation/Key_Bank/transactions.csv.gz::src_prev_amount_mean,PASS,float64,
column dtype,validation/Key_Bank/transactions.csv.gz::dst_prev_txn_count,PASS,int64,
column dtype,validation/Key_Bank/transactions.csv.gz::dst_prev_amount_sum,PASS,float64,
column dtype,validation/Key_Bank/transactions.csv.gz::dst_prev_amount_mean,PASS,float64,
row count,validation/Key_Bank/ground_truth.csv.gz,PASS,11418,
duplicate rows,validation/Key_Bank/ground_truth.csv.gz,PASS,0,
missing values by column,validation/Key_Bank/ground_truth.csv.gz::txn_id,PASS,0,
missing values by column,validation/Key_Bank/ground_truth.csv.gz::timestamp,PASS,0,
missing values by column,validation/Key_Bank/ground_truth.csv.gz::split,PASS,0,
missing values by column,validation/Key_Bank/ground_truth.csv.gz::y,PASS,0,
column dtype,validation/Key_Bank/ground_truth.csv.gz::txn_id,PASS,int64,
column dtype,validation/Key_Bank/ground_truth.csv.gz::timestamp,PASS,str,
column dtype,validation/Key_Bank/ground_truth.csv.gz::split,PASS,str,
column dtype,validation/Key_Bank/ground_truth.csv.gz::y,PASS,int64,
row count,validation/Key_Bank/edge_list.csv.gz,PASS,11418,
duplicate rows,validation/Key_Bank/edge_list.csv.gz,PASS,0,
missing values by column,validation/Key_Bank/edge_list.csv.gz::txn_id,PASS,0,
missing values by column,validation/Key_Bank/edge_list.csv.gz::src_node,PASS,0,
missing values by column,validation/Key_Bank/edge_list.csv.gz::dst_node,PASS,0,
missing values by column,validation/Key_Bank/edge_list.csv.gz::timestamp,PASS,0,
missing values by column,validation/Key_Bank/edge_list.csv.gz::amount,PASS,0,
missing values by column,validation/Key_Bank/edge_list.csv.gz::currency,PASS,0,
missing values by column,validation/Key_Bank/edge_list.csv.gz::Amount_Received,PASS,0,
missing values by column,validation/Key_Bank/edge_list.csv.gz::Receiving_Currency,PASS,0,
missing values by column,validation/Key_Bank/edge_list.csv.gz::payment_format,PASS,0,
missing values by column,validation/Key_Bank/edge_list.csv.gz::transaction_type_model_safe,PASS,0,
column dtype,validation/Key_Bank/edge_list.csv.gz::txn_id,PASS,int64,
column dtype,validation/Key_Bank/edge_list.csv.gz::src_node,PASS,int64,
column dtype,validation/Key_Bank/edge_list.csv.gz::dst_node,PASS,int64,
column dtype,validation/Key_Bank/edge_list.csv.gz::timestamp,PASS,str,
column dtype,validation/Key_Bank/edge_list.csv.gz::amount,PASS,float64,
column dtype,validation/Key_Bank/edge_list.csv.gz::currency,PASS,str,
column dtype,validation/Key_Bank/edge_list.csv.gz::Amount_Received,PASS,float64,
column dtype,validation/Key_Bank/edge_list.csv.gz::Receiving_Currency,PASS,str,
column dtype,validation/Key_Bank/edge_list.csv.gz::payment_format,PASS,str,
column dtype,validation/Key_Bank/edge_list.csv.gz::transaction_type_model_safe,PASS,str,
row count,validation/Key_Bank/node_map.csv.gz,PASS,4756,
duplicate rows,validation/Key_Bank/node_map.csv.gz,PASS,0,
missing values by column,validation/Key_Bank/node_map.csv.gz::account_id,PASS,0,
missing values by column,validation/Key_Bank/node_map.csv.gz::node_id,PASS,0,
column dtype,validation/Key_Bank/node_map.csv.gz::account_id,PASS,int64,
column dtype,validation/Key_Bank/node_map.csv.gz::node_id,PASS,int64,
row count,validation/Key_Bank/node_features.csv.gz,PASS,4756,
duplicate rows,validation/Key_Bank/node_features.csv.gz,PASS,0,
missing values by column,validation/Key_Bank/node_features.csv.gz::node_id,PASS,0,
missing values by column,validation/Key_Bank/node_features.csv.gz::Account_Country,PASS,0,
missing values by column,validation/Key_Bank/node_features.csv.gz::Account_Currency,PASS,0,
missing values by column,validation/Key_Bank/node_features.csv.gz::Entity_Type,PASS,0,
missing values by column,validation/Key_Bank/node_features.csv.gz::Does_Account_Have_Debit_Card,PASS,0,
